,d1,d1s,d2,d2s,f1,f1s,f2,f2s,f3,f3s,t1,t1s,r1,r1s,cd1,cd1s,cd2,cd2s,cf1,cf1s,cf2,cf2s,cf3,cf3s,ct1,ct1s,cr1,cr1s
2827,3,1,2,1,8,4,10,3,1,3,7,1,12,4,3,1,2,1,8,4,10,3,1,3,7,1,12,4
2828,12,2,2,2,11,1,10,4,5,4,2,4,1,2,12,2,2,2,11,1,10,4,5,4,2,4,1,2
2829,5,3,1,2,11,4,8,3,3,1,3,2,3,4,5,3,1,2,11,4,8,3,3,1,3,2,3,4
2830,13,2,7,2,7,3,9,1,2,3,4,1,13,2,13,2,7,2,7,3,9,1,2,3,4,1,13,2
2831,6,4,6,3,6,1,13,3,2,2,12,1,8,2,6,4,6,3,6,1,13,3,2,2,12,1,8,2
2832,12,2,8,4,3,1,2,4,3,3,5,4,6,3,12,2,8,4,3,1,2,4,3,3,5,4,6,3
2833,13,3,3,1,13,3,5,1,3,4,3,4,2,2,13,3,3,1,13,3,5,1,3,4,3,4,2,2
2834,5,3,9,2,1,4,4,1,5,3,9,2,4,2,5,3,9,2,1,4,4,1,5,3,9,2,4,2
2835,11,4,5,2,9,3,11,3,8,1,7,4,10,3,11,4,5,2,9,3,11,3,8,1,7,4,10,3
2836,7,4,10,4,7,3,6,3,12,2,3,4,10,1,7,4,10,4,7,3,6,3,12,2,3,4,10,1
2837,10,1,7,2,13,3,1,4,5,2,13,1,8,4,10,1,7,2,13,3,1,4,5,2,13,1,8,4
2838,11,2,10,3,6,4,6,2,5,3,4,4,13,1,11,2,10,3,6,4,6,2,5,3,4,4,13,1
2839,12,1,3,2,8,4,12,2,1,1,13,3,8,3,12,1,3,2,8,4,12,2,1,1,13,3,8,3
2840,2,1,12,4,5,3,4,4,10,3,11,4,13,1,2,1,12,4,5,3,4,4,10,3,11,4,13,1
2841,3,3,5,4,2,1,11,2,5,2,9,2,6,1,3,3,5,4,2,1,11,2,5,2,9,2,6,1
2842,7,1,4,2,11,2,4,4,1,1,7,2,12,3,7,1,4,2,11,2,4,4,1,1,7,2,12,3
2843,4,4,1,3,13,2,10,4,3,4,7,4,13,1,4,4,1,3,13,2,10,4,3,4,7,4,13,1
2844,4,4,6,1,11,3,12,1,6,1,2,1,3,2,4,4,6,1,11,3,12,1,6,1,2,1,3,2
2845,1,2,7,4,12,2,6,4,11,4,3,3,11,4,1,2,7,4,12,2,6,4,11,4,3,3,11,4
2846,4,2,9,1,12,1,8,1,5,2,2,3,2,1,4,2,9,1,12,1,8,1,5,2,2,3,2,1
2847,12,2,9,4,9,1,6,1,1,3,2,1,1,2,12,2,9,4,9,1,6,1,1,3,2,1,1,2
2848,9,3,2,4,5,4,9,3,3,2,3,2,2,3,9,3,2,4,5,4,9,3,3,2,3,2,2,3
2849,13,2,9,3,2,1,2,4,3,3,3,1,9,3,13,2,9,3,2,1,2,4,3,3,3,1,9,3
2850,13,1,12,4,12,2,5,1,5,3,12,4,5,1,13,1,12,4,12,2,5,1,5,3,12,4,5,1
2851,2,4,7,2,7,4,9,1,12,2,10,2,8,4,2,4,7,2,7,4,9,1,12,2,10,2,8,4
2852,8,2,9,1,11,4,12,3,2,4,7,3,6,1,8,2,9,1,11,4,12,3,2,4,7,3,6,1
2853,10,1,10,1,1,3,3,1,8,2,11,4,5,4,10,1,10,1,1,3,3,1,8,2,11,4,5,4
2854,8,4,13,3,8,4,9,2,10,4,8,4,2,2,8,4,13,3,8,4,9,2,10,4,8,4,2,2
2855,13,4,12,1,12,3,11,3,9,1,2,4,7,3,13,4,12,1,12,3,11,3,9,1,2,4,7,3
2856,11,3,8,1,1,4,2,2,4,4,7,3,6,3,11,3,8,1,1,4,2,2,4,4,7,3,6,3
2857,11,1,7,4,2,3,2,4,9,1,7,2,7,3,11,1,7,4,2,3,2,4,9,1,7,2,7,3
2858,12,3,11,4,10,4,13,2,2,4,5,3,1,4,12,3,11,4,10,4,13,2,2,4,5,3,1,4
2859,3,2,11,2,6,3,13,2,6,2,3,3,10,3,3,2,11,2,6,3,13,2,6,2,3,3,10,3
2860,1,1,11,4,2,2,9,2,11,3,10,4,3,4,1,1,11,4,2,2,9,2,11,3,10,4,3,4
2861,4,3,8,3,2,1,8,4,6,3,10,2,12,1,4,3,8,3,2,1,8,4,6,3,10,2,12,1
2862,5,4,13,3,5,3,2,1,1,3,13,1,9,2,5,4,13,3,5,3,2,1,1,3,13,1,9,2
2863,6,1,7,4,11,4,11,4,2,1,10,2,11,3,6,1,7,4,11,4,11,4,2,1,10,2,11,3
2864,5,4,10,1,3,1,12,4,10,1,3,4,3,2,5,4,10,1,3,1,12,4,10,1,3,4,3,2
2865,2,3,2,4,6,2,13,1,3,1,9,2,10,2,2,3,2,4,6,2,13,1,3,1,9,2,10,2
2866,11,3,9,3,1,1,13,2,8,1,13,1,2,3,11,3,9,3,1,1,13,2,8,1,13,1,2,3
2867,2,4,5,3,13,1,3,1,10,4,12,3,6,1,2,4,5,3,13,1,3,1,10,4,12,3,6,1
2868,8,4,13,2,4,2,2,2,8,4,8,4,6,3,8,4,13,2,4,2,2,2,8,4,8,4,6,3
2869,10,2,3,2,12,2,13,3,12,1,8,3,6,2,10,2,3,2,12,2,13,3,12,1,8,3,6,2
2870,11,3,9,4,13,4,9,1,3,4,13,3,11,1,11,3,9,4,13,4,9,1,3,4,13,3,11,1
2871,8,2,1,1,3,1,13,2,11,2,9,3,8,4,8,2,1,1,3,1,13,2,11,2,9,3,8,4
2872,8,3,8,1,8,2,3,1,5,1,7,2,8,1,8,3,8,1,8,2,3,1,5,1,7,2,8,1
2873,7,2,11,3,2,3,4,1,3,1,5,2,8,4,7,2,11,3,2,3,4,1,3,1,5,2,8,4
2874,10,4,9,2,7,1,8,3,12,1,13,1,9,2,10,4,9,2,7,1,8,3,12,1,13,1,9,2
2875,1,4,10,4,3,1,13,2,8,4,6,1,5,1,1,4,10,4,3,1,13,2,8,4,6,1,5,1
2876,8,2,1,2,4,2,7,2,1,3,10,3,5,1,8,2,1,2,4,2,7,2,1,3,10,3,5,1
2877,1,1,7,3,5,4,12,4,5,4,11,2,4,3,1,1,7,3,5,4,12,4,5,4,11,2,4,3
2878,6,3,11,1,10,4,6,2,13,4,8,4,9,3,6,3,11,1,10,4,6,2,13,4,8,4,9,3
2879,12,4,2,2,4,1,1,3,1,2,1,4,4,3,12,4,2,2,4,1,1,3,1,2,1,4,4,3
2880,13,2,8,1,8,3,13,1,10,3,6,2,9,3,13,2,8,1,8,3,13,1,10,3,6,2,9,3
2881,10,4,8,3,10,3,8,1,10,3,11,3,9,2,10,4,8,3,10,3,8,1,10,3,11,3,9,2
2882,11,4,13,4,8,3,9,4,13,2,6,2,8,4,11,4,13,4,8,3,9,4,13,2,6,2,8,4
2883,11,2,1,2,11,4,3,2,2,1,9,2,2,1,11,2,1,2,11,4,3,2,2,1,9,2,2,1
2884,1,2,10,2,7,2,13,1,11,2,5,3,1,1,1,2,10,2,7,2,13,1,11,2,5,3,1,1
2885,12,1,6,2,7,1,7,2,3,4,10,4,4,2,12,1,6,2,7,1,7,2,3,4,10,4,4,2
2886,7,3,6,3,1,3,10,1,7,1,5,1,5,4,7,3,6,3,1,3,10,1,7,1,5,1,5,4
2887,6,1,2,1,2,1,5,2,5,1,11,4,10,3,6,1,2,1,2,1,5,2,5,1,11,4,10,3
2888,11,3,1,4,8,1,10,2,8,2,6,3,2,1,11,3,1,4,8,1,10,2,8,2,6,3,2,1
2889,3,1,12,4,4,1,6,2,11,1,12,1,2,1,3,1,12,4,4,1,6,2,11,1,12,1,2,1
2890,12,2,7,3,13,3,13,1,2,3,11,2,8,1,12,2,7,3,13,3,13,1,2,3,11,2,8,1
2891,13,3,10,3,10,4,13,1,9,3,12,4,7,3,13,3,10,3,10,4,13,1,9,3,12,4,7,3
2892,13,2,11,4,7,4,9,2,6,3,12,2,8,1,13,2,11,4,7,4,9,2,6,3,12,2,8,1
2893,9,2,1,4,4,1,11,2,4,3,11,2,2,1,9,2,1,4,4,1,11,2,4,3,11,2,2,1
2894,1,4,4,3,12,4,2,4,9,2,12,4,12,2,1,4,4,3,12,4,2,4,9,2,12,4,12,2
2895,13,3,6,3,8,2,3,2,10,1,5,4,7,2,13,3,6,3,8,2,3,2,10,1,5,4,7,2
2896,11,2,7,1,2,1,7,3,7,3,13,2,13,1,11,2,7,1,2,1,7,3,7,3,13,2,13,1
2897,2,3,2,2,11,3,2,2,3,1,2,1,4,3,2,3,2,2,11,3,2,2,3,1,2,1,4,3
2898,1,3,7,3,1,2,12,4,13,4,5,2,1,1,1,3,7,3,1,2,12,4,13,4,5,2,1,1
2899,8,4,9,3,10,4,8,2,4,4,13,4,11,2,8,4,9,3,10,4,8,2,4,4,13,4,11,2
2900,6,3,9,4,13,4,12,2,12,4,11,4,8,4,6,3,9,4,13,4,12,2,12,4,11,4,8,4
2901,7,3,1,4,9,2,8,2,9,4,8,4,11,4,7,3,1,4,9,2,8,2,9,4,8,4,11,4
2902,6,2,8,3,4,2,8,1,6,2,12,1,5,2,6,2,8,3,4,2,8,1,6,2,12,1,5,2
2903,1,4,7,3,4,1,1,4,1,2,4,4,3,4,1,4,7,3,4,1,1,4,1,2,4,4,3,4
2904,3,1,6,1,10,3,8,4,11,2,13,2,2,2,3,1,6,1,10,3,8,4,11,2,13,2,2,2
2905,10,1,9,4,10,2,1,1,5,4,5,3,6,3,10,1,9,4,10,2,1,1,5,4,5,3,6,3
2906,8,4,4,4,2,1,13,4,13,1,10,3,2,2,8,4,4,4,2,1,13,4,13,1,10,3,2,2
2907,12,4,11,3,10,4,7,1,6,2,4,4,11,3,12,4,11,3,10,4,7,1,6,2,4,4,11,3
2908,5,3,1,2,1,4,3,1,11,3,10,4,2,4,5,3,1,2,1,4,3,1,11,3,10,4,2,4
2909,3,1,5,3,4,2,11,3,5,3,1,3,12,2,3,1,5,3,4,2,11,3,5,3,1,3,12,2
2910,13,4,13,2,7,2,2,1,10,2,7,3,10,3,13,4,13,2,7,2,2,1,10,2,7,3,10,3
2911,5,1,9,4,2,4,10,4,13,3,6,1,9,1,5,1,9,4,2,4,10,4,13,3,6,1,9,1
2912,9,2,8,1,13,3,9,1,8,2,12,1,3,3,9,2,8,1,13,3,9,1,8,2,12,1,3,3
2913,3,3,6,4,10,4,9,4,1,1,3,4,12,1,3,3,6,4,10,4,9,4,1,1,3,4,12,1
2914,8,3,13,3,3,1,9,1,6,2,9,1,13,3,8,3,13,3,3,1,9,1,6,2,9,1,13,3
2915,4,2,5,3,11,4,10,4,13,4,12,1,10,1,4,2,5,3,11,4,10,4,13,4,12,1,10,1
2916,6,1,9,4,11,3,11,2,12,1,2,4,12,1,6,1,9,4,11,3,11,2,12,1,2,4,12,1
2917,9,4,9,1,12,2,10,4,11,1,3,2,2,4,9,4,9,1,12,2,10,4,11,1,3,2,2,4
2918,11,2,13,4,8,1,1,1,6,3,5,1,5,3,11,2,13,4,8,1,1,1,6,3,5,1,5,3
2919,13,2,4,4,1,3,7,2,6,2,7,4,6,3,13,2,4,4,1,3,7,2,6,2,7,4,6,3
2920,11,4,9,1,5,4,9,2,4,2,1,4,6,3,11,4,9,1,5,4,9,2,4,2,1,4,6,3
2921,4,1,1,2,13,3,13,1,5,1,1,4,3,4,4,1,1,2,13,3,13,1,5,1,1,4,3,4
2922,13,1,6,2,9,1,9,2,12,2,11,2,3,4,13,1,6,2,9,1,9,2,12,2,11,2,3,4
2923,6,1,11,4,13,3,3,1,11,2,12,4,6,3,6,1,11,4,13,3,3,1,11,2,12,4,6,3
2924,8,3,12,2,2,1,4,1,7,2,1,2,7,1,8,3,12,2,2,1,4,1,7,2,1,2,7,1
2925,5,4,1,1,4,4,8,3,8,4,12,3,3,4,5,4,1,1,4,4,8,3,8,4,12,3,3,4
2926,1,4,7,1,2,2,1,2,8,1,6,2,5,2,1,4,7,1,2,2,1,2,8,1,6,2,5,2
2927,3,3,11,3,6,4,6,3,6,1,1,2,1,3,3,3,11,3,6,4,6,3,6,1,1,2,1,3
2928,8,1,10,3,10,2,8,2,1,4,7,4,7,1,8,1,10,3,10,2,8,2,1,4,7,4,7,1
2929,9,4,4,4,4,4,4,2,4,1,1,4,8,4,9,4,4,4,4,4,4,2,4,1,1,4,8,4
2930,2,2,8,4,9,3,4,4,3,2,9,1,8,4,2,2,8,4,9,3,4,4,3,2,9,1,8,4
2931,2,3,11,1,2,2,11,3,9,3,1,4,1,3,2,3,11,1,2,2,11,3,9,3,1,4,1,3
2932,2,3,10,4,6,2,5,1,13,2,4,3,5,3,2,3,10,4,6,2,5,1,13,2,4,3,5,3
2933,9,1,3,2,10,1,7,4,5,3,2,4,12,1,9,1,3,2,10,1,7,4,5,3,2,4,12,1
2934,11,4,9,2,13,2,12,3,12,1,10,2,12,4,11,4,9,2,13,2,12,3,12,1,10,2,12,4
2935,12,2,6,4,1,3,9,4,7,4,9,2,11,2,12,2,6,4,1,3,9,4,7,4,9,2,11,2
2936,13,3,7,2,3,3,6,4,8,3,6,2,8,2,13,3,7,2,3,3,6,4,8,3,6,2,8,2
2937,1,3,3,3,7,2,12,1,1,1,12,1,12,3,1,3,3,3,7,2,12,1,1,1,12,1,12,3
2938,13,3,7,3,7,2,13,4,3,1,2,3,3,1,13,3,7,3,7,2,13,4,3,1,2,3,3,1
2939,11,3,8,2,8,3,1,3,8,4,9,3,8,3,11,3,8,2,8,3,1,3,8,4,9,3,8,3
2940,4,4,2,3,13,4,12,3,11,2,8,1,5,1,4,4,2,3,13,4,12,3,11,2,8,1,5,1
2941,3,1,12,2,7,2,5,1,10,2,9,2,2,4,3,1,12,2,7,2,5,1,10,2,9,2,2,4
2942,5,1,1,1,13,1,11,2,10,1,2,3,13,1,5,1,1,1,13,1,11,2,10,1,2,3,13,1
2943,8,2,13,4,4,3,11,1,2,4,12,2,3,1,8,2,13,4,4,3,11,1,2,4,12,2,3,1
2944,12,4,3,4,9,4,12,3,1,4,11,3,7,3,12,4,3,4,9,4,12,3,1,4,11,3,7,3
2945,1,4,9,4,1,4,4,1,2,2,1,4,13,2,1,4,9,4,1,4,4,1,2,2,1,4,13,2
2946,2,4,5,2,1,4,11,3,7,2,9,3,4,2,2,4,5,2,1,4,11,3,7,2,9,3,4,2
2947,10,1,1,2,5,4,8,2,12,1,1,1,5,2,10,1,1,2,5,4,8,2,12,1,1,1,5,2
2948,7,1,12,2,7,3,13,3,7,3,10,3,4,2,7,1,12,2,7,3,13,3,7,3,10,3,4,2
2949,1,4,11,2,2,1,1,4,3,3,9,2,3,3,1,4,11,2,2,1,1,4,3,3,9,2,3,3
2950,4,3,10,1,1,4,5,4,3,4,6,4,12,3,4,3,10,1,1,4,5,4,3,4,6,4,12,3
2951,2,4,4,4,9,1,9,3,13,2,4,1,8,2,2,4,4,4,9,1,9,3,13,2,4,1,8,2
2952,8,4,6,3,3,1,9,1,1,2,5,3,3,2,8,4,6,3,3,1,9,1,1,2,5,3,3,2
2953,9,4,3,2,7,3,3,1,13,3,6,3,13,4,9,4,3,2,7,3,3,1,13,3,6,3,13,4
2954,10,3,9,1,3,3,13,3,5,3,10,3,3,1,10,3,9,1,3,3,13,3,5,3,10,3,3,1
2955,5,3,10,3,1,3,6,3,1,1,8,3,3,3,5,3,10,3,1,3,6,3,1,1,8,3,3,3
2956,4,3,13,3,2,4,3,2,10,1,12,1,11,4,4,3,13,3,2,4,3,2,10,1,12,1,11,4
2957,12,3,12,2,3,3,3,2,8,3,12,1,9,1,12,3,12,2,3,3,3,2,8,3,12,1,9,1
2958,4,3,6,3,11,2,8,4,13,1,3,2,4,1,4,3,6,3,11,2,8,4,13,1,3,2,4,1
2959,13,3,4,4,5,4,11,4,9,1,9,3,6,2,13,3,4,4,5,4,11,4,9,1,9,3,6,2
2960,3,3,1,3,8,3,9,2,4,3,1,1,8,1,3,3,1,3,8,3,9,2,4,3,1,1,8,1
2961,8,1,1,2,10,4,1,4,11,1,3,2,2,3,8,1,1,2,10,4,1,4,11,1,3,2,2,3
2962,11,4,12,1,13,1,8,3,1,4,13,2,4,4,11,4,12,1,13,1,8,3,1,4,13,2,4,4
2963,2,2,6,2,11,2,1,3,4,1,3,1,3,3,2,2,6,2,11,2,1,3,4,1,3,1,3,3
2964,5,1,9,1,2,3,12,1,3,3,7,1,8,4,5,1,9,1,2,3,12,1,3,3,7,1,8,4
2965,12,4,13,3,1,3,4,3,12,3,13,1,2,3,12,4,13,3,1,3,4,3,12,3,13,1,2,3
2966,3,1,3,4,10,1,11,1,4,2,4,2,8,3,3,1,3,4,10,1,11,1,4,2,4,2,8,3
2967,8,1,3,1,9,4,5,3,1,1,10,3,12,4,8,1,3,1,9,4,5,3,1,1,10,3,12,4
2968,4,1,10,4,11,3,6,2,2,2,5,2,2,4,4,1,10,4,11,3,6,2,2,2,5,2,2,4
2969,5,2,5,1,13,1,3,3,3,1,9,4,6,4,5,2,5,1,13,1,3,3,3,1,9,4,6,4
2970,10,2,7,4,7,4,5,3,5,3,13,2,13,3,10,2,7,4,7,4,5,3,5,3,13,2,13,3
2971,10,4,5,1,1,2,7,2,4,2,3,1,13,2,10,4,5,1,1,2,7,2,4,2,3,1,13,2
2972,4,4,9,2,7,2,9,1,7,3,13,4,11,1,4,4,9,2,7,2,9,1,7,3,13,4,11,1
2973,6,3,7,2,2,4,13,4,2,3,6,1,13,2,6,3,7,2,2,4,13,4,2,3,6,1,13,2
2974,6,4,4,2,1,1,9,1,8,4,13,2,2,4,6,4,4,2,1,1,9,1,8,4,13,2,2,4
2975,3,3,11,2,2,1,5,4,9,4,5,2,2,4,3,3,11,2,2,1,5,4,9,4,5,2,2,4
2976,3,1,6,1,10,2,4,4,10,4,6,2,2,1,3,1,6,1,10,2,4,4,10,4,6,2,2,1
2977,4,4,3,3,6,3,9,3,12,3,6,4,10,3,4,4,3,3,6,3,9,3,12,3,6,4,10,3
2978,6,3,6,1,6,3,13,3,13,4,10,3,1,2,6,3,6,1,6,3,13,3,13,4,10,3,1,2
2979,4,2,2,1,11,4,1,4,6,3,8,2,12,1,4,2,2,1,11,4,1,4,6,3,8,2,12,1
2980,11,4,8,4,8,2,12,2,8,2,12,4,3,3,11,4,8,4,8,2,12,2,8,2,12,4,3,3
2981,8,1,1,2,9,4,5,2,6,3,8,3,3,4,8,1,1,2,9,4,5,2,6,3,8,3,3,4
2982,5,3,1,2,13,2,6,1,10,1,9,4,1,2,5,3,1,2,13,2,6,1,10,1,9,4,1,2
2983,1,3,13,2,10,3,7,2,8,3,3,2,6,1,1,3,13,2,10,3,7,2,8,3,3,2,6,1
2984,13,1,12,4,1,4,5,2,8,4,12,3,11,1,13,1,12,4,1,4,5,2,8,4,12,3,11,1
2985,3,1,4,1,10,1,4,1,13,3,11,4,9,2,3,1,4,1,10,1,4,1,13,3,11,4,9,2
2986,10,2,11,4,12,4,11,3,13,1,6,2,6,4,10,2,11,4,12,4,11,3,13,1,6,2,6,4
2987,2,2,10,4,7,2,10,3,10,1,10,3,7,4,2,2,10,4,7,2,10,3,10,1,10,3,7,4
2988,1,4,5,2,10,4,7,2,6,1,4,3,10,2,1,4,5,2,10,4,7,2,6,1,4,3,10,2
2989,10,2,10,4,9,4,10,4,6,2,1,2,4,1,10,2,10,4,9,4,10,4,6,2,1,2,4,1
2990,5,3,13,2,5,2,13,3,7,2,6,4,7,1,5,3,13,2,5,2,13,3,7,2,6,4,7,1
2991,5,1,5,3,10,1,2,1,5,2,10,4,6,2,5,1,5,3,10,1,2,1,5,2,10,4,6,2
2992,7,3,2,2,7,2,10,4,1,3,1,3,7,2,7,3,2,2,7,2,10,4,1,3,1,3,7,2
2993,4,3,7,2,3,3,1,4,3,2,8,2,11,2,4,3,7,2,3,3,1,4,3,2,8,2,11,2
2994,4,3,10,1,5,1,8,1,4,4,3,2,6,4,4,3,10,1,5,1,8,1,4,4,3,2,6,4
2995,3,2,10,1,11,4,9,3,13,3,7,2,5,4,3,2,10,1,11,4,9,3,13,3,7,2,5,4
2996,11,2,9,1,1,3,2,3,7,1,8,3,1,2,11,2,9,1,1,3,2,3,7,1,8,3,1,2
2997,1,2,3,3,3,3,11,4,9,1,4,3,13,3,1,2,3,3,3,3,11,4,9,1,4,3,13,3
2998,1,3,11,4,4,3,9,1,2,2,12,2,8,4,1,3,11,4,4,3,9,1,2,2,12,2,8,4
2999,13,2,4,4,8,3,2,4,5,4,1,1,6,1,13,2,4,4,8,3,2,4,5,4,1,1,6,1
3000,10,4,8,3,5,4,4,3,8,1,5,4,13,4,10,4,8,3,5,4,4,3,8,1,5,4,13,4
3001,1,3,3,4,1,2,12,4,5,1,10,1,13,4,1,3,3,4,1,2,12,4,5,1,10,1,13,4
3002,13,4,7,2,9,2,6,2,4,4,2,1,6,3,13,4,7,2,9,2,6,2,4,4,2,1,6,3
3003,2,3,5,1,9,2,8,4,3,1,12,4,13,3,2,3,5,1,9,2,8,4,3,1,12,4,13,3
3004,6,3,2,4,3,4,6,3,4,2,11,1,1,2,6,3,2,4,3,4,6,3,4,2,11,1,1,2
3005,10,4,10,3,12,1,5,1,10,2,5,1,4,4,10,4,10,3,12,1,5,1,10,2,5,1,4,4
3006,5,4,1,4,6,1,5,1,7,2,10,2,11,1,5,4,1,4,6,1,5,1,7,2,10,2,11,1
3007,12,1,3,2,7,1,8,1,9,4,13,3,6,2,12,1,3,2,7,1,8,1,9,4,13,3,6,2
3008,10,2,8,1,9,3,6,1,4,1,1,4,4,4,10,2,8,1,9,3,6,1,4,1,1,4,4,4
3009,2,1,13,1,3,1,12,3,4,2,5,1,10,4,2,1,13,1,3,1,12,3,4,2,5,1,10,4
3010,4,3,10,2,6,3,1,4,6,1,1,3,7,3,4,3,10,2,6,3,1,4,6,1,1,3,7,3
3011,2,2,8,3,7,4,1,2,4,2,6,4,2,2,2,2,8,3,7,4,1,2,4,2,6,4,2,2
3012,10,3,1,2,7,2,1,2,3,4,5,4,7,4,10,3,1,2,7,2,1,2,3,4,5,4,7,4
3013,7,4,9,4,9,4,1,3,12,2,13,1,2,2,7,4,9,4,9,4,1,3,12,2,13,1,2,2
3014,13,4,3,1,5,3,6,1,4,2,11,2,13,1,13,4,3,1,5,3,6,1,4,2,11,2,13,1
3015,11,1,4,4,4,3,11,2,1,3,9,1,2,1,11,1,4,4,4,3,11,2,1,3,9,1,2,1
3016,8,3,12,1,3,4,6,3,5,1,3,1,10,3,8,3,12,1,3,4,6,3,5,1,3,1,10,3
3017,5,2,1,4,12,1,8,1,9,2,11,3,11,1,5,2,1,4,12,1,8,1,9,2,11,3,11,1
3018,2,3,10,2,1,2,8,2,13,3,13,3,4,3,2,3,10,2,1,2,8,2,13,3,13,3,4,3
3019,7,1,3,3,13,4,6,2,2,3,5,2,6,1,7,1,3,3,13,4,6,2,2,3,5,2,6,1
3020,9,1,7,4,6,3,1,4,13,1,12,2,10,3,9,1,7,4,6,3,1,4,13,1,12,2,10,3
3021,13,1,13,3,7,2,4,3,12,4,10,2,10,1,13,1,13,3,7,2,4,3,12,4,10,2,10,1
3022,2,3,4,2,2,1,10,2,10,2,2,2,7,2,2,3,4,2,2,1,10,2,10,2,2,2,7,2
3023,8,3,6,2,1,2,9,4,5,4,13,4,11,3,8,3,6,2,1,2,9,4,5,4,13,4,11,3
3024,5,3,8,1,1,4,2,1,13,1,5,3,2,1,5,3,8,1,1,4,2,1,13,1,5,3,2,1
3025,2,3,12,4,11,2,10,3,13,1,13,2,12,1,2,3,12,4,11,2,10,3,13,1,13,2,12,1
3026,1,2,9,3,2,2,3,4,9,1,3,4,6,2,1,2,9,3,2,2,3,4,9,1,3,4,6,2
3027,12,1,5,1,11,2,9,1,3,4,12,3,5,2,12,1,5,1,11,2,9,1,3,4,12,3,5,2
3028,11,2,7,1,7,4,9,2,12,4,12,3,7,2,11,2,7,1,7,4,9,2,12,4,12,3,7,2
3029,11,4,12,1,12,2,2,3,11,1,7,1,1,2,11,4,12,1,12,2,2,3,11,1,7,1,1,2
3030,12,4,8,2,6,2,2,1,13,2,6,1,8,2,12,4,8,2,6,2,2,1,13,2,6,1,8,2
3031,11,4,8,2,13,1,5,1,9,1,3,2,13,4,11,4,8,2,13,1,5,1,9,1,3,2,13,4
3032,1,3,10,2,12,1,7,1,9,4,6,3,12,2,1,3,10,2,12,1,7,1,9,4,6,3,12,2
3033,6,2,9,4,2,4,4,4,5,2,4,3,1,1,6,2,9,4,2,4,4,4,5,2,4,3,1,1
3034,13,3,4,4,8,4,4,3,7,4,11,3,4,2,13,3,4,4,8,4,4,3,7,4,11,3,4,2
3035,1,4,3,4,3,1,13,3,13,1,13,4,3,3,1,4,3,4,3,1,13,3,13,1,13,4,3,3
3036,7,1,13,2,9,1,9,2,7,4,7,1,7,4,7,1,13,2,9,1,9,2,7,4,7,1,7,4
3037,6,3,1,2,2,3,11,1,9,1,11,2,12,3,6,3,1,2,2,3,11,1,9,1,11,2,12,3
3038,9,3,7,1,8,4,10,1,11,3,1,3,9,1,9,3,7,1,8,4,10,1,11,3,1,3,9,1
3039,2,2,13,3,6,4,2,1,8,2,12,4,8,1,2,2,13,3,6,4,2,1,8,2,12,4,8,1
3040,6,2,7,2,13,4,9,4,13,2,13,1,8,3,6,2,7,2,13,4,9,4,13,2,13,1,8,3
3041,12,2,2,2,1,4,4,4,4,3,12,1,8,2,12,2,2,2,1,4,4,4,4,3,12,1,8,2
3042,13,1,6,2,5,1,1,2,5,3,2,2,6,2,13,1,6,2,5,1,1,2,5,3,2,2,6,2
3043,4,4,9,2,11,4,7,1,9,3,7,4,7,3,4,4,9,2,11,4,7,1,9,3,7,4,7,3
3044,1,3,13,2,1,3,3,3,4,4,4,2,7,4,1,3,13,2,1,3,3,3,4,4,4,2,7,4
3045,8,3,1,3,2,1,6,4,9,1,4,3,1,4,8,3,1,3,2,1,6,4,9,1,4,3,1,4
3046,11,2,3,2,7,2,3,2,6,1,8,3,3,3,11,2,3,2,7,2,3,2,6,1,8,3,3,3
3047,1,3,9,2,7,1,11,2,7,4,1,2,5,1,1,3,9,2,7,1,11,2,7,4,1,2,5,1
3048,6,1,11,1,7,3,2,1,13,2,11,2,2,1,6,1,11,1,7,3,2,1,13,2,11,2,2,1
3049,8,3,2,4,12,2,6,4,8,1,4,1,7,1,8,3,2,4,12,2,6,4,8,1,4,1,7,1
3050,11,4,3,2,11,3,8,3,2,3,10,3,5,4,11,4,3,2,11,3,8,3,2,3,10,3,5,4
3051,7,1,7,1,3,1,12,2,13,1,5,2,3,4,7,1,7,1,3,1,12,2,13,1,5,2,3,4
3052,6,1,10,3,5,2,13,1,1,2,1,1,8,3,6,1,10,3,5,2,13,1,1,2,1,1,8,3
3053,12,1,11,4,10,2,3,4,5,2,1,2,1,1,12,1,11,4,10,2,3,4,5,2,1,2,1,1
3054,8,4,2,3,2,4,8,1,4,2,12,2,10,1,8,4,2,3,2,4,8,1,4,2,12,2,10,1
3055,8,2,4,2,5,1,12,4,11,4,8,1,10,3,8,2,4,2,5,1,12,4,11,4,8,1,10,3
3056,4,2,5,2,11,3,11,3,10,2,3,4,3,4,4,2,5,2,11,3,11,3,10,2,3,4,3,4
3057,4,1,8,1,9,1,8,3,10,1,10,4,7,4,4,1,8,1,9,1,8,3,10,1,10,4,7,4
3058,8,4,1,1,5,3,1,3,13,2,3,3,5,2,8,4,1,1,5,3,1,3,13,2,3,3,5,2
3059,4,2,7,4,5,1,13,3,3,1,3,1,11,2,4,2,7,4,5,1,13,3,3,1,3,1,11,2
3060,3,2,5,1,5,1,5,2,11,2,6,4,5,2,3,2,5,1,5,1,5,2,11,2,6,4,5,2
3061,13,1,7,1,11,1,5,3,10,2,5,1,2,4,13,1,7,1,11,1,5,3,10,2,5,1,2,4
