,rank1,suit1,rank2,suit2,rank3,suit3,rank4,suit4,rank5,suit5,rank6,suit6,rank7,suit7,class,win
8372,2,hearts,3,spades,2,hearts,12,clubs,1,clubs,6,diamonds,13,diamonds,1,-1
8373,6,hearts,12,hearts,2,hearts,12,clubs,1,clubs,6,diamonds,13,diamonds,2,1
8374,6,diamonds,4,spades,8,diamonds,7,clubs,11,spades,10,clubs,6,spades,1,1
8375,8,clubs,5,hearts,8,diamonds,7,clubs,11,spades,10,clubs,6,spades,1,-1
8376,3,diamonds,8,spades,12,hearts,9,clubs,4,hearts,13,hearts,9,hearts,1,-1
8377,9,spades,12,spades,12,hearts,9,clubs,4,hearts,13,hearts,9,hearts,6,1
8378,9,hearts,11,diamonds,1,hearts,13,diamonds,8,diamonds,9,clubs,7,clubs,1,1
8379,11,clubs,13,clubs,1,hearts,13,diamonds,8,diamonds,9,clubs,7,clubs,1,-1
8380,10,spades,12,clubs,9,diamonds,6,spades,3,diamonds,10,hearts,1,clubs,1,1
8381,7,diamonds,13,hearts,9,diamonds,6,spades,3,diamonds,10,hearts,1,clubs,0,-1
8382,3,diamonds,2,spades,10,spades,1,hearts,2,hearts,7,diamonds,13,diamonds,1,1
8383,9,spades,2,hearts,10,spades,1,hearts,2,hearts,7,diamonds,13,diamonds,1,-1
8384,3,hearts,7,clubs,2,diamonds,1,diamonds,8,diamonds,4,spades,3,spades,1,1
8385,4,spades,13,diamonds,2,diamonds,1,diamonds,8,diamonds,4,spades,3,spades,1,-1
8386,12,clubs,10,hearts,9,spades,6,diamonds,1,spades,10,clubs,7,spades,1,1
8387,8,diamonds,4,hearts,9,spades,6,diamonds,1,spades,10,clubs,7,spades,0,-1
8388,12,clubs,4,spades,4,clubs,5,diamonds,5,hearts,8,diamonds,7,diamonds,2,1
8389,2,hearts,8,diamonds,4,clubs,5,diamonds,5,hearts,8,diamonds,7,diamonds,2,-1
8390,6,clubs,7,diamonds,13,diamonds,6,diamonds,12,hearts,12,diamonds,1,clubs,2,1
8391,3,hearts,10,diamonds,13,diamonds,6,diamonds,12,hearts,12,diamonds,1,clubs,1,-1
8392,8,diamonds,8,clubs,6,diamonds,5,hearts,8,diamonds,4,spades,10,diamonds,3,1
8393,8,hearts,8,diamonds,6,diamonds,5,hearts,8,diamonds,4,spades,10,diamonds,3,-1
8394,3,spades,5,hearts,1,clubs,13,diamonds,1,diamonds,7,hearts,9,spades,1,-1
8395,1,diamonds,2,hearts,1,clubs,13,diamonds,1,diamonds,7,hearts,9,spades,3,1
8396,3,diamonds,13,clubs,10,hearts,6,clubs,11,diamonds,2,spades,9,diamonds,0,-1
8397,13,diamonds,6,diamonds,10,hearts,6,clubs,11,diamonds,2,spades,9,diamonds,1,1
8398,5,spades,13,hearts,2,hearts,10,clubs,8,hearts,7,hearts,3,hearts,5,1
8399,1,diamonds,1,hearts,2,hearts,10,clubs,8,hearts,7,hearts,3,hearts,5,-1
8400,1,clubs,5,hearts,10,spades,13,clubs,6,diamonds,3,hearts,6,hearts,1,-1
8401,6,spades,13,diamonds,10,spades,13,clubs,6,diamonds,3,hearts,6,hearts,6,1
8402,13,diamonds,5,diamonds,10,diamonds,9,clubs,2,diamonds,12,hearts,6,hearts,0,1
8403,3,diamonds,7,hearts,10,diamonds,9,clubs,2,diamonds,12,hearts,6,hearts,0,-1
8404,5,diamonds,9,diamonds,12,clubs,12,hearts,2,hearts,13,spades,11,hearts,1,1
8405,10,clubs,9,diamonds,12,clubs,12,hearts,2,hearts,13,spades,11,hearts,1,-1
8406,10,diamonds,6,spades,7,clubs,6,hearts,1,diamonds,11,diamonds,5,clubs,1,1
8407,7,spades,13,clubs,7,clubs,6,hearts,1,diamonds,11,diamonds,5,clubs,1,-1
8408,11,clubs,5,spades,5,hearts,11,hearts,3,clubs,12,diamonds,10,diamonds,2,1
8409,13,hearts,13,clubs,5,hearts,11,hearts,3,clubs,12,diamonds,10,diamonds,1,-1
8410,1,diamonds,3,diamonds,5,clubs,6,clubs,9,hearts,9,spades,4,diamonds,1,1
8411,13,spades,10,clubs,5,clubs,6,clubs,9,hearts,9,spades,4,diamonds,1,-1
8412,7,diamonds,12,hearts,9,hearts,6,hearts,10,spades,12,spades,2,hearts,1,1
8413,8,clubs,5,hearts,9,hearts,6,hearts,10,spades,12,spades,2,hearts,0,-1
8414,6,spades,12,diamonds,6,clubs,3,diamonds,12,clubs,3,diamonds,1,spades,2,1
8415,13,clubs,10,clubs,6,clubs,3,diamonds,12,clubs,3,diamonds,1,spades,1,-1
8416,12,clubs,6,diamonds,8,hearts,7,spades,11,hearts,10,spades,5,hearts,0,1
8417,3,spades,2,diamonds,8,hearts,7,spades,11,hearts,10,spades,5,hearts,0,-1
8418,12,spades,13,hearts,10,diamonds,10,clubs,7,diamonds,11,clubs,8,spades,1,-1
8419,12,spades,11,spades,10,diamonds,10,clubs,7,diamonds,11,clubs,8,spades,2,1
8420,5,hearts,7,spades,9,spades,6,clubs,10,spades,7,hearts,6,diamonds,2,1
8421,7,spades,2,clubs,9,spades,6,clubs,10,spades,7,hearts,6,diamonds,2,-1
8422,6,diamonds,6,hearts,1,diamonds,3,hearts,5,clubs,8,diamonds,10,clubs,1,-1
8423,3,hearts,1,clubs,1,diamonds,3,hearts,5,clubs,8,diamonds,10,clubs,2,1
8424,10,clubs,3,diamonds,2,hearts,13,diamonds,7,spades,4,hearts,12,clubs,0,1
8425,11,spades,10,hearts,2,hearts,13,diamonds,7,spades,4,hearts,12,clubs,0,-1
8426,11,clubs,4,hearts,8,hearts,4,hearts,5,spades,1,hearts,6,clubs,1,1
8427,10,diamonds,3,diamonds,8,hearts,4,hearts,5,spades,1,hearts,6,clubs,0,-1
8428,2,diamonds,10,hearts,5,clubs,3,clubs,3,hearts,7,hearts,8,hearts,1,1
8429,2,spades,10,hearts,5,clubs,3,clubs,3,hearts,7,hearts,8,hearts,1,-1
8430,10,diamonds,13,hearts,5,diamonds,11,hearts,3,clubs,2,hearts,11,hearts,1,-1
8431,3,clubs,8,hearts,5,diamonds,11,hearts,3,clubs,2,hearts,11,hearts,2,1
8432,5,spades,4,clubs,8,clubs,11,spades,9,spades,3,clubs,7,hearts,0,1
8433,12,clubs,1,spades,8,clubs,11,spades,9,spades,3,clubs,7,hearts,0,-1
8434,1,diamonds,1,hearts,5,diamonds,4,diamonds,1,diamonds,10,spades,8,spades,3,1
8435,5,clubs,5,hearts,5,diamonds,4,diamonds,1,diamonds,10,spades,8,spades,3,-1
8436,3,diamonds,3,hearts,1,diamonds,7,spades,9,spades,1,clubs,10,clubs,2,1
8437,6,clubs,12,hearts,1,diamonds,7,spades,9,spades,1,clubs,10,clubs,1,-1
8438,1,diamonds,2,diamonds,8,diamonds,2,spades,3,spades,3,hearts,13,hearts,2,1
8439,9,diamonds,6,clubs,8,diamonds,2,spades,3,spades,3,hearts,13,hearts,1,-1
8440,1,diamonds,9,hearts,6,diamonds,13,hearts,12,hearts,9,hearts,11,hearts,5,1
8441,2,hearts,6,spades,6,diamonds,13,hearts,12,hearts,9,hearts,11,hearts,5,-1
8442,4,diamonds,10,clubs,8,hearts,5,hearts,3,spades,11,diamonds,8,diamonds,1,1
8443,12,hearts,1,spades,8,hearts,5,hearts,3,spades,11,diamonds,8,diamonds,1,-1
8444,2,hearts,1,hearts,9,hearts,6,hearts,10,clubs,2,spades,12,clubs,1,1
8445,8,spades,11,hearts,9,hearts,6,hearts,10,clubs,2,spades,12,clubs,0,-1
8446,12,diamonds,11,diamonds,8,clubs,3,clubs,10,clubs,4,spades,2,spades,0,-1
8447,9,clubs,2,hearts,8,clubs,3,clubs,10,clubs,4,spades,2,spades,1,1
8448,4,diamonds,7,clubs,5,hearts,12,clubs,7,clubs,10,spades,3,spades,1,-1
8449,5,diamonds,5,clubs,5,hearts,12,clubs,7,clubs,10,spades,3,spades,3,1
8450,5,hearts,9,clubs,5,spades,9,clubs,3,spades,12,hearts,4,spades,2,1
8451,13,spades,3,diamonds,5,spades,9,clubs,3,spades,12,hearts,4,spades,1,-1
8452,5,clubs,11,diamonds,3,clubs,2,clubs,10,clubs,13,clubs,1,hearts,5,1
8453,8,spades,11,clubs,3,clubs,2,clubs,10,clubs,13,clubs,1,hearts,5,-1
8454,9,hearts,4,hearts,11,spades,9,spades,4,diamonds,7,spades,3,clubs,2,1
8455,3,clubs,5,diamonds,11,spades,9,spades,4,diamonds,7,spades,3,clubs,1,-1
8456,5,clubs,6,clubs,11,spades,4,spades,7,spades,13,diamonds,12,diamonds,0,-1
8457,13,clubs,7,clubs,11,spades,4,spades,7,spades,13,diamonds,12,diamonds,2,1
8458,1,diamonds,6,clubs,12,hearts,7,spades,6,spades,11,clubs,5,spades,1,1
8459,2,spades,11,diamonds,12,hearts,7,spades,6,spades,11,clubs,5,spades,1,-1
8460,13,spades,6,spades,6,diamonds,11,hearts,13,diamonds,7,clubs,4,clubs,2,1
8461,1,spades,3,clubs,6,diamonds,11,hearts,13,diamonds,7,clubs,4,clubs,0,-1
8462,11,spades,10,hearts,5,spades,11,diamonds,9,diamonds,7,diamonds,13,spades,1,1
8463,3,clubs,5,diamonds,5,spades,11,diamonds,9,diamonds,7,diamonds,13,spades,1,-1
8464,5,hearts,8,diamonds,4,hearts,2,spades,5,clubs,4,spades,6,clubs,2,1
8465,2,hearts,1,hearts,4,hearts,2,spades,5,clubs,4,spades,6,clubs,2,-1
8466,11,hearts,12,hearts,1,hearts,5,diamonds,12,spades,13,clubs,4,spades,1,1
8467,1,clubs,11,spades,1,hearts,5,diamonds,12,spades,13,clubs,4,spades,1,-1
8468,9,hearts,3,spades,2,diamonds,10,clubs,10,spades,7,spades,13,spades,1,-1
8469,11,spades,9,spades,2,diamonds,10,clubs,10,spades,7,spades,13,spades,5,1
8470,12,spades,1,spades,13,spades,1,hearts,11,clubs,3,diamonds,8,clubs,1,1
8471,5,diamonds,2,hearts,13,spades,1,hearts,11,clubs,3,diamonds,8,clubs,0,-1
8472,13,diamonds,9,clubs,7,diamonds,2,hearts,3,clubs,9,clubs,12,spades,1,1
8473,12,hearts,6,spades,7,diamonds,2,hearts,3,clubs,9,clubs,12,spades,1,-1
8474,7,diamonds,4,hearts,2,clubs,12,clubs,9,spades,1,spades,10,spades,0,1
8475,6,diamonds,8,spades,2,clubs,12,clubs,9,spades,1,spades,10,spades,0,-1
8476,13,clubs,10,spades,4,spades,6,hearts,12,clubs,9,hearts,7,clubs,0,-1
8477,6,diamonds,10,spades,4,spades,6,hearts,12,clubs,9,hearts,7,clubs,1,1
8478,8,hearts,1,spades,12,spades,1,clubs,1,diamonds,9,hearts,4,clubs,3,1
8479,4,clubs,9,clubs,12,spades,1,clubs,1,diamonds,9,hearts,4,clubs,2,-1
8480,13,spades,9,diamonds,1,spades,3,hearts,10,clubs,13,diamonds,5,clubs,1,1
8481,4,clubs,2,spades,1,spades,3,hearts,10,clubs,13,diamonds,5,clubs,0,-1
8482,13,clubs,3,clubs,2,hearts,4,spades,3,diamonds,5,spades,7,clubs,1,1
8483,13,spades,12,clubs,2,hearts,4,spades,3,diamonds,5,spades,7,clubs,0,-1
8484,2,clubs,13,hearts,6,diamonds,13,diamonds,11,clubs,2,clubs,9,spades,2,1
8485,1,diamonds,7,diamonds,6,diamonds,13,diamonds,11,clubs,2,clubs,9,spades,0,-1
8486,1,clubs,10,hearts,10,diamonds,12,spades,5,hearts,8,spades,11,hearts,1,1
8487,1,clubs,2,hearts,10,diamonds,12,spades,5,hearts,8,spades,11,hearts,0,-1
8488,3,clubs,3,spades,6,diamonds,2,diamonds,12,diamonds,6,spades,12,clubs,2,-1
8489,10,clubs,12,hearts,6,diamonds,2,diamonds,12,diamonds,6,spades,12,clubs,6,1
8490,11,hearts,10,hearts,8,clubs,3,spades,4,clubs,4,clubs,13,clubs,1,-1
8491,3,hearts,13,diamonds,8,clubs,3,spades,4,clubs,4,clubs,13,clubs,2,1
8492,13,hearts,7,diamonds,13,clubs,1,diamonds,10,spades,2,clubs,9,spades,1,1
8493,8,spades,5,clubs,13,clubs,1,diamonds,10,spades,2,clubs,9,spades,0,-1
8494,11,spades,3,diamonds,4,spades,12,diamonds,4,diamonds,9,hearts,7,hearts,1,-1
8495,4,hearts,9,diamonds,4,spades,12,diamonds,4,diamonds,9,hearts,7,hearts,6,1
8496,13,clubs,11,clubs,10,hearts,13,diamonds,8,spades,9,clubs,7,hearts,1,-1
8497,7,clubs,8,clubs,10,hearts,13,diamonds,8,spades,9,clubs,7,hearts,2,1
8498,2,spades,7,hearts,6,diamonds,2,diamonds,7,diamonds,8,hearts,9,clubs,2,1
8499,10,hearts,9,diamonds,6,diamonds,2,diamonds,7,diamonds,8,hearts,9,clubs,1,-1
8500,1,clubs,12,clubs,1,spades,3,spades,4,spades,5,spades,8,hearts,1,-1
8501,3,diamonds,11,spades,1,spades,3,spades,4,spades,5,spades,8,hearts,5,1
8502,9,spades,4,clubs,9,diamonds,10,spades,1,spades,1,spades,2,spades,5,1
8503,13,diamonds,4,diamonds,9,diamonds,10,spades,1,spades,1,spades,2,spades,1,-1
8504,5,spades,2,clubs,5,diamonds,12,diamonds,12,spades,1,spades,6,spades,2,-1
8505,12,hearts,8,hearts,5,diamonds,12,diamonds,12,spades,1,spades,6,spades,3,1
8506,9,hearts,13,spades,1,spades,3,diamonds,9,clubs,12,clubs,1,spades,2,1
8507,12,hearts,10,clubs,1,spades,3,diamonds,9,clubs,12,clubs,1,spades,2,-1
8508,10,hearts,10,clubs,12,diamonds,5,diamonds,8,clubs,11,diamonds,8,spades,2,1
8509,1,clubs,3,hearts,12,diamonds,5,diamonds,8,clubs,11,diamonds,8,spades,1,-1
8510,4,spades,11,clubs,1,diamonds,5,hearts,11,diamonds,10,spades,11,clubs,3,1
8511,12,spades,5,diamonds,1,diamonds,5,hearts,11,diamonds,10,spades,11,clubs,2,-1
8512,13,diamonds,7,spades,2,spades,1,hearts,12,clubs,8,spades,8,clubs,1,-1
8513,13,clubs,2,diamonds,2,spades,1,hearts,12,clubs,8,spades,8,clubs,2,1
8514,6,hearts,7,spades,10,clubs,13,diamonds,7,hearts,10,clubs,7,diamonds,6,1
8515,9,hearts,7,diamonds,10,clubs,13,diamonds,7,hearts,10,clubs,7,diamonds,6,-1
8516,1,spades,6,clubs,13,hearts,3,clubs,8,spades,1,hearts,6,spades,2,1
8517,7,hearts,7,diamonds,13,hearts,3,clubs,8,spades,1,hearts,6,spades,1,-1
8518,13,spades,10,hearts,12,clubs,11,clubs,2,clubs,12,spades,4,diamonds,1,-1
8519,2,hearts,4,spades,12,clubs,11,clubs,2,clubs,12,spades,4,diamonds,2,1
8520,11,clubs,10,spades,5,hearts,9,clubs,7,diamonds,11,diamonds,11,clubs,3,1
8521,8,diamonds,3,hearts,5,hearts,9,clubs,7,diamonds,11,diamonds,11,clubs,1,-1
8522,10,spades,1,hearts,13,spades,5,clubs,6,spades,13,diamonds,2,spades,1,-1
8523,6,diamonds,3,hearts,13,spades,5,clubs,6,spades,13,diamonds,2,spades,2,1
8524,2,spades,10,spades,3,spades,1,spades,6,clubs,7,hearts,3,hearts,1,-1
8525,12,clubs,12,hearts,3,spades,1,spades,6,clubs,7,hearts,3,hearts,2,1
8526,13,spades,11,diamonds,11,clubs,11,spades,3,spades,5,clubs,12,diamonds,3,1
8527,9,diamonds,10,clubs,11,clubs,11,spades,3,spades,5,clubs,12,diamonds,1,-1
8528,5,diamonds,9,diamonds,10,diamonds,1,clubs,7,spades,4,diamonds,3,clubs,0,-1
8529,4,diamonds,1,hearts,10,diamonds,1,clubs,7,spades,4,diamonds,3,clubs,2,1
8530,3,hearts,6,spades,6,diamonds,2,diamonds,1,diamonds,13,diamonds,1,clubs,2,-1
8531,1,hearts,6,clubs,6,diamonds,2,diamonds,1,diamonds,13,diamonds,1,clubs,6,1
8532,12,hearts,10,diamonds,5,hearts,10,hearts,13,spades,12,diamonds,5,hearts,2,1
8533,12,clubs,4,diamonds,5,hearts,10,hearts,13,spades,12,diamonds,5,hearts,2,-1
8534,3,hearts,13,hearts,11,hearts,1,hearts,6,spades,13,clubs,4,diamonds,1,1
8535,4,clubs,10,diamonds,11,hearts,1,hearts,6,spades,13,clubs,4,diamonds,1,-1
8536,7,hearts,3,spades,7,hearts,3,hearts,1,hearts,6,clubs,3,diamonds,6,1
8537,12,spades,5,spades,7,hearts,3,hearts,1,hearts,6,clubs,3,diamonds,1,-1
8538,10,hearts,4,diamonds,12,diamonds,3,hearts,10,diamonds,5,clubs,3,diamonds,2,-1
8539,7,diamonds,4,diamonds,12,diamonds,3,hearts,10,diamonds,5,clubs,3,diamonds,5,1
8540,7,spades,9,clubs,10,diamonds,13,clubs,3,diamonds,3,hearts,3,diamonds,3,-1
8541,13,spades,12,clubs,10,diamonds,13,clubs,3,diamonds,3,hearts,3,diamonds,6,1
8542,8,clubs,8,diamonds,5,hearts,9,clubs,10,spades,8,diamonds,10,spades,6,1
8543,12,spades,11,spades,5,hearts,9,clubs,10,spades,8,diamonds,10,spades,1,-1
8544,8,spades,1,spades,10,hearts,2,spades,7,spades,12,hearts,3,hearts,0,-1
8545,5,spades,3,hearts,10,hearts,2,spades,7,spades,12,hearts,3,hearts,1,1
8546,8,hearts,13,spades,3,hearts,10,hearts,11,clubs,9,clubs,8,hearts,1,1
8547,4,diamonds,7,clubs,3,hearts,10,hearts,11,clubs,9,clubs,8,hearts,0,-1
8548,8,hearts,12,diamonds,2,hearts,1,hearts,12,diamonds,2,spades,12,hearts,6,1
8549,5,hearts,2,hearts,2,hearts,1,hearts,12,diamonds,2,spades,12,hearts,6,-1
8550,10,hearts,1,clubs,13,diamonds,1,clubs,11,spades,9,clubs,10,clubs,2,1
8551,7,diamonds,11,diamonds,13,diamonds,1,clubs,11,spades,9,clubs,10,clubs,1,-1
8552,2,diamonds,3,diamonds,12,diamonds,10,diamonds,9,diamonds,10,hearts,10,spades,5,-1
8553,10,diamonds,13,hearts,12,diamonds,10,diamonds,9,diamonds,10,hearts,10,spades,7,1
8554,6,hearts,10,clubs,9,clubs,2,clubs,4,spades,7,diamonds,10,diamonds,1,1
8555,11,clubs,3,diamonds,9,clubs,2,clubs,4,spades,7,diamonds,10,diamonds,0,-1
8556,13,diamonds,12,diamonds,8,hearts,7,clubs,6,diamonds,6,clubs,3,hearts,1,-1
8557,5,hearts,6,spades,8,hearts,7,clubs,6,diamonds,6,clubs,3,hearts,3,1
8558,9,spades,6,hearts,2,spades,9,diamonds,9,spades,5,diamonds,3,hearts,3,1
8559,8,clubs,7,clubs,2,spades,9,diamonds,9,spades,5,diamonds,3,hearts,1,-1
8560,9,clubs,5,spades,4,spades,8,clubs,7,diamonds,8,spades,8,diamonds,3,-1
8561,11,diamonds,11,hearts,4,spades,8,clubs,7,diamonds,8,spades,8,diamonds,6,1
8562,6,clubs,11,clubs,13,spades,5,clubs,12,clubs,1,hearts,9,hearts,0,1
8563,10,clubs,4,clubs,13,spades,5,clubs,12,clubs,1,hearts,9,hearts,0,-1
8564,2,clubs,11,diamonds,10,clubs,10,hearts,13,diamonds,8,spades,3,spades,1,1
8565,6,diamonds,11,clubs,10,clubs,10,hearts,13,diamonds,8,spades,3,spades,1,-1
8566,3,hearts,7,diamonds,9,hearts,7,spades,8,clubs,4,clubs,4,spades,2,1
8567,13,diamonds,9,clubs,9,hearts,7,spades,8,clubs,4,clubs,4,spades,2,-1
8568,6,spades,10,spades,13,diamonds,12,spades,7,spades,1,spades,4,hearts,5,1
8569,7,clubs,3,diamonds,13,diamonds,12,spades,7,spades,1,spades,4,hearts,1,-1
8570,8,spades,4,hearts,13,diamonds,9,clubs,1,hearts,4,diamonds,7,spades,1,1
8571,2,clubs,5,diamonds,13,diamonds,9,clubs,1,hearts,4,diamonds,7,spades,0,-1
8572,11,spades,7,spades,7,hearts,5,hearts,5,diamonds,1,spades,7,diamonds,6,1
8573,12,hearts,3,diamonds,7,hearts,5,hearts,5,diamonds,1,spades,7,diamonds,2,-1
8574,1,clubs,2,spades,10,hearts,4,diamonds,9,diamonds,8,clubs,4,hearts,1,-1
8575,8,clubs,6,hearts,10,hearts,4,diamonds,9,diamonds,8,clubs,4,hearts,2,1
8576,10,spades,8,spades,5,diamonds,11,diamonds,5,hearts,7,hearts,13,hearts,1,-1
8577,6,hearts,4,hearts,5,diamonds,11,diamonds,5,hearts,7,hearts,13,hearts,5,1
8578,12,hearts,7,spades,3,clubs,1,spades,3,diamonds,4,diamonds,5,diamonds,1,-1
8579,11,spades,4,diamonds,3,clubs,1,spades,3,diamonds,4,diamonds,5,diamonds,2,1
8580,10,hearts,6,clubs,13,hearts,8,clubs,1,diamonds,2,diamonds,11,clubs,0,-1
8581,2,spades,12,diamonds,13,hearts,8,clubs,1,diamonds,2,diamonds,11,clubs,1,1
8582,12,clubs,6,spades,13,hearts,11,spades,4,hearts,3,spades,6,diamonds,1,1
8583,1,clubs,12,diamonds,13,hearts,11,spades,4,hearts,3,spades,6,diamonds,0,-1
8584,9,spades,3,hearts,8,diamonds,8,clubs,10,clubs,5,diamonds,11,hearts,1,1
8585,7,clubs,4,diamonds,8,diamonds,8,clubs,10,clubs,5,diamonds,11,hearts,1,-1
8586,6,hearts,3,diamonds,4,clubs,8,diamonds,11,diamonds,8,clubs,3,clubs,2,1
8587,7,diamonds,5,diamonds,4,clubs,8,diamonds,11,diamonds,8,clubs,3,clubs,1,-1
8588,8,hearts,2,diamonds,8,diamonds,10,hearts,2,clubs,12,diamonds,11,spades,2,1
8589,3,spades,12,hearts,8,diamonds,10,hearts,2,clubs,12,diamonds,11,spades,1,-1
8590,10,hearts,6,clubs,2,clubs,7,spades,9,clubs,5,diamonds,6,spades,1,1
8591,1,spades,13,diamonds,2,clubs,7,spades,9,clubs,5,diamonds,6,spades,0,-1
8592,6,diamonds,7,spades,8,spades,11,hearts,4,hearts,12,spades,7,hearts,1,-1
8593,4,hearts,8,clubs,8,spades,11,hearts,4,hearts,12,spades,7,hearts,2,1
8594,13,diamonds,7,clubs,6,clubs,1,diamonds,1,hearts,1,clubs,11,spades,3,1
8595,7,spades,10,clubs,6,clubs,1,diamonds,1,hearts,1,clubs,11,spades,3,-1
8596,2,spades,8,hearts,7,spades,2,clubs,2,diamonds,3,diamonds,4,clubs,3,1
8597,9,diamonds,3,clubs,7,spades,2,clubs,2,diamonds,3,diamonds,4,clubs,2,-1
8598,9,diamonds,3,hearts,10,diamonds,13,diamonds,1,spades,3,clubs,4,hearts,1,1
8599,9,spades,8,spades,10,diamonds,13,diamonds,1,spades,3,clubs,4,hearts,0,-1
8600,9,clubs,5,diamonds,10,hearts,5,clubs,9,clubs,3,diamonds,7,spades,2,1
8601,12,clubs,5,clubs,10,hearts,5,clubs,9,clubs,3,diamonds,7,spades,1,-1
8602,12,diamonds,7,spades,4,diamonds,10,hearts,12,clubs,13,spades,1,diamonds,1,1
8603,8,spades,8,hearts,4,diamonds,10,hearts,12,clubs,13,spades,1,diamonds,1,-1
8604,8,hearts,11,spades,2,hearts,7,clubs,11,spades,9,spades,2,hearts,2,1
8605,4,diamonds,1,hearts,2,hearts,7,clubs,11,spades,9,spades,2,hearts,1,-1
8606,3,spades,7,diamonds,4,diamonds,4,clubs,13,diamonds,11,diamonds,1,hearts,1,1
8607,12,spades,8,diamonds,4,diamonds,4,clubs,13,diamonds,11,diamonds,1,hearts,1,-1
8608,11,diamonds,1,spades,3,spades,7,hearts,11,spades,10,hearts,5,hearts,1,1
8609,6,hearts,3,spades,3,spades,7,hearts,11,spades,10,hearts,5,hearts,1,-1
8610,13,clubs,5,diamonds,3,clubs,9,clubs,8,diamonds,10,diamonds,5,spades,1,1
8611,2,spades,3,diamonds,3,clubs,9,clubs,8,diamonds,10,diamonds,5,spades,1,-1
8612,10,spades,3,hearts,11,hearts,5,spades,5,clubs,3,diamonds,11,hearts,2,-1
8613,11,diamonds,6,clubs,11,hearts,5,spades,5,clubs,3,diamonds,11,hearts,6,1
8614,5,hearts,13,clubs,8,hearts,8,clubs,4,spades,13,clubs,7,spades,2,1
8615,4,spades,13,spades,8,hearts,8,clubs,4,spades,13,clubs,7,spades,2,-1
8616,8,hearts,6,diamonds,2,hearts,9,spades,2,clubs,2,spades,2,clubs,7,1
8617,12,spades,10,diamonds,2,hearts,9,spades,2,clubs,2,spades,2,clubs,7,-1
8618,13,hearts,7,clubs,12,diamonds,1,spades,12,hearts,5,spades,6,hearts,1,1
8619,10,hearts,13,hearts,12,diamonds,1,spades,12,hearts,5,spades,6,hearts,1,-1
8620,4,diamonds,6,spades,11,hearts,3,clubs,9,hearts,8,spades,5,clubs,0,-1
8621,8,spades,8,clubs,11,hearts,3,clubs,9,hearts,8,spades,5,clubs,3,1
8622,8,hearts,10,diamonds,3,spades,11,diamonds,7,spades,5,clubs,6,hearts,0,-1
8623,7,hearts,1,spades,3,spades,11,diamonds,7,spades,5,clubs,6,hearts,1,1
8624,3,diamonds,7,diamonds,8,diamonds,13,spades,12,clubs,9,hearts,13,spades,1,-1
8625,6,clubs,13,diamonds,8,diamonds,13,spades,12,clubs,9,hearts,13,spades,3,1
8626,3,clubs,10,hearts,6,clubs,2,clubs,10,spades,7,hearts,2,clubs,2,-1
8627,2,spades,6,diamonds,6,clubs,2,clubs,10,spades,7,hearts,2,clubs,6,1
8628,2,hearts,8,spades,8,hearts,12,spades,6,clubs,7,hearts,8,diamonds,3,1
8629,10,hearts,7,spades,8,hearts,12,spades,6,clubs,7,hearts,8,diamonds,2,-1
8630,12,diamonds,11,spades,2,hearts,9,clubs,5,diamonds,9,hearts,11,hearts,2,1
8631,3,spades,1,spades,2,hearts,9,clubs,5,diamonds,9,hearts,11,hearts,1,-1
8632,8,clubs,5,clubs,8,hearts,9,hearts,1,spades,10,hearts,6,hearts,1,-1
8633,5,hearts,11,clubs,8,hearts,9,hearts,1,spades,10,hearts,6,hearts,5,1
8634,12,clubs,2,diamonds,13,diamonds,13,clubs,12,spades,10,hearts,11,clubs,2,-1
8635,13,diamonds,5,diamonds,13,diamonds,13,clubs,12,spades,10,hearts,11,clubs,3,1
8636,12,spades,6,spades,9,spades,8,clubs,7,hearts,2,diamonds,13,clubs,0,-1
8637,11,clubs,13,clubs,9,spades,8,clubs,7,hearts,2,diamonds,13,clubs,1,1
8638,9,spades,1,clubs,7,spades,11,spades,13,diamonds,6,hearts,12,hearts,0,-1
8639,6,clubs,7,spades,7,spades,11,spades,13,diamonds,6,hearts,12,hearts,2,1
8640,8,spades,2,diamonds,3,spades,4,hearts,7,clubs,1,diamonds,7,clubs,1,-1
8641,6,hearts,3,clubs,3,spades,4,hearts,7,clubs,1,diamonds,7,clubs,2,1
8642,1,spades,6,hearts,9,spades,6,spades,7,spades,12,diamonds,9,spades,5,1
8643,13,spades,12,diamonds,9,spades,6,spades,7,spades,12,diamonds,9,spades,5,-1
8644,9,spades,10,hearts,13,spades,12,hearts,4,hearts,9,spades,9,diamonds,3,1
8645,4,clubs,13,spades,13,spades,12,hearts,4,hearts,9,spades,9,diamonds,2,-1
8646,6,hearts,8,diamonds,8,spades,4,spades,6,diamonds,4,hearts,7,hearts,2,1
8647,6,diamonds,13,diamonds,8,spades,4,spades,6,diamonds,4,hearts,7,hearts,2,-1
8648,11,hearts,13,diamonds,1,diamonds,1,spades,11,clubs,1,clubs,8,diamonds,6,1
8649,9,diamonds,12,spades,1,diamonds,1,spades,11,clubs,1,clubs,8,diamonds,3,-1
8650,6,clubs,5,hearts,4,clubs,13,spades,2,clubs,3,clubs,3,hearts,1,1
8651,6,clubs,9,diamonds,4,clubs,13,spades,2,clubs,3,clubs,3,hearts,1,-1
8652,12,spades,13,spades,12,clubs,10,clubs,12,diamonds,11,spades,1,clubs,3,1
